site,S,R_500,R_1000,R_1500,R_2000,R_2500,R_3000,R_3500,R_4000,R_4500,R_5000
27,25,0.3954,0.4451,0.4099,0.365,0.3542,0.5164,0.6124,0.6497,0.5313,0.366
27,36,0.3954,0.4451,0.4099,0.365,0.3542,0.5164,0.6124,0.6497,0.5313,0.366
27,39,0.3954,0.4451,0.4099,0.365,0.3542,0.5164,0.6124,0.6497,0.5313,0.366
27,33,0.3954,0.4451,0.4099,0.365,0.3542,0.5164,0.6124,0.6497,0.5313,0.366
27,24,0.3954,0.4451,0.4099,0.365,0.3542,0.5164,0.6124,0.6497,0.5313,0.366
27,24,0.3954,0.4451,0.4099,0.365,0.3542,0.5164,0.6124,0.6497,0.5313,0.366
27,34,0.3954,0.4451,0.4099,0.365,0.3542,0.5164,0.6124,0.6497,0.5313,0.366
28,16,0.3544,0.4181,0.3698,0.3252,0.3216,0.4545,0.4788,0.3905,0.4193,0.3222
28,23,0.3544,0.4181,0.3698,0.3252,0.3216,0.4545,0.4788,0.3905,0.4193,0.3222
28,20,0.3544,0.4181,0.3698,0.3252,0.3216,0.4545,0.4788,0.3905,0.4193,0.3222
28,12,0.3544,0.4181,0.3698,0.3252,0.3216,0.4545,0.4788,0.3905,0.4193,0.3222
28,24,0.3544,0.4181,0.3698,0.3252,0.3216,0.4545,0.4788,0.3905,0.4193,0.3222
28,12,0.3544,0.4181,0.3698,0.3252,0.3216,0.4545,0.4788,0.3905,0.4193,0.3222
28,15,0.3544,0.4181,0.3698,0.3252,0.3216,0.4545,0.4788,0.3905,0.4193,0.3222
28,12,0.3544,0.4181,0.3698,0.3252,0.3216,0.4545,0.4788,0.3905,0.4193,0.3222
28,27,0.3544,0.4181,0.3698,0.3252,0.3216,0.4545,0.4788,0.3905,0.4193,0.3222
28,22,0.3544,0.4181,0.3698,0.3252,0.3216,0.4545,0.4788,0.3905,0.4193,0.3222
29,7,0.3247,0.4,0.3409,0.2961,0.2983,0.409,0.3766,0.1879,0.3337,0.2899
29,11,0.3247,0.4,0.3409,0.2961,0.2983,0.409,0.3766,0.1879,0.3337,0.2899
29,4,0.3247,0.4,0.3409,0.2961,0.2983,0.409,0.3766,0.1879,0.3337,0.2899
29,7,0.3247,0.4,0.3409,0.2961,0.2983,0.409,0.3766,0.1879,0.3337,0.2899
29,3,0.3247,0.4,0.3409,0.2961,0.2983,0.409,0.3766,0.1879,0.3337,0.2899
29,8,0.3247,0.4,0.3409,0.2961,0.2983,0.409,0.3766,0.1879,0.3337,0.2899
29,9,0.3247,0.4,0.3409,0.2961,0.2983,0.409,0.3766,0.1879,0.3337,0.2899
29,12,0.3247,0.4,0.3409,0.2961,0.2983,0.409,0.3766,0.1879,0.3337,0.2899
29,9,0.3247,0.4,0.3409,0.2961,0.2983,0.409,0.3766,0.1879,0.3337,0.2899
29,5,0.3247,0.4,0.3409,0.2961,0.2983,0.409,0.3766,0.1879,0.3337,0.2899
30,28,0.4043,0.4681,0.4207,0.3718,0.365,0.5223,0.5785,0.5318,0.5045,0.3702
30,28,0.4043,0.4681,0.4207,0.3718,0.365,0.5223,0.5785,0.5318,0.5045,0.3702
30,32,0.4043,0.4681,0.4207,0.3718,0.365,0.5223,0.5785,0.5318,0.5045,0.3702
30,24,0.4043,0.4681,0.4207,0.3718,0.365,0.5223,0.5785,0.5318,0.5045,0.3702
30,26,0.4043,0.4681,0.4207,0.3718,0.365,0.5223,0.5785,0.5318,0.5045,0.3702
30,23,0.4043,0.4681,0.4207,0.3718,0.365,0.5223,0.5785,0.5318,0.5045,0.3702
30,20,0.4043,0.4681,0.4207,0.3718,0.365,0.5223,0.5785,0.5318,0.5045,0.3702
30,22,0.4043,0.4681,0.4207,0.3718,0.365,0.5223,0.5785,0.5318,0.5045,0.3702
30,36,0.4043,0.4681,0.4207,0.3718,0.365,0.5223,0.5785,0.5318,0.5045,0.3702
30,24,0.4043,0.4681,0.4207,0.3718,0.365,0.5223,0.5785,0.5318,0.5045,0.3702
31,20,0.401,0.4708,0.4181,0.3681,0.3634,0.5151,0.5498,0.4611,0.4809,0.3652
31,19,0.401,0.4708,0.4181,0.3681,0.3634,0.5151,0.5498,0.4611,0.4809,0.3652
31,23,0.401,0.4708,0.4181,0.3681,0.3634,0.5151,0.5498,0.4611,0.4809,0.3652
31,18,0.401,0.4708,0.4181,0.3681,0.3634,0.5151,0.5498,0.4611,0.4809,0.3652
31,32,0.401,0.4708,0.4181,0.3681,0.3634,0.5151,0.5498,0.4611,0.4809,0.3652
31,26,0.401,0.4708,0.4181,0.3681,0.3634,0.5151,0.5498,0.4611,0.4809,0.3652
31,14,0.401,0.4708,0.4181,0.3681,0.3634,0.5151,0.5498,0.4611,0.4809,0.3652
31,21,0.401,0.4708,0.4181,0.3681,0.3634,0.5151,0.5498,0.4611,0.4809,0.3652
31,22,0.401,0.4708,0.4181,0.3681,0.3634,0.5151,0.5498,0.4611,0.4809,0.3652
31,28,0.401,0.4708,0.4181,0.3681,0.3634,0.5151,0.5498,0.4611,0.4809,0.3652
32,10,0.3713,0.4527,0.3892,0.3391,0.34,0.4697,0.4476,0.2585,0.3954,0.3329
32,12,0.3713,0.4527,0.3892,0.3391,0.34,0.4697,0.4476,0.2585,0.3954,0.3329
32,13,0.3713,0.4527,0.3892,0.3391,0.34,0.4697,0.4476,0.2585,0.3954,0.3329
32,12,0.3713,0.4527,0.3892,0.3391,0.34,0.4697,0.4476,0.2585,0.3954,0.3329
32,15,0.3713,0.4527,0.3892,0.3391,0.34,0.4697,0.4476,0.2585,0.3954,0.3329
32,10,0.3713,0.4527,0.3892,0.3391,0.34,0.4697,0.4476,0.2585,0.3954,0.3329
32,14,0.3713,0.4527,0.3892,0.3391,0.34,0.4697,0.4476,0.2585,0.3954,0.3329
32,9,0.3713,0.4527,0.3892,0.3391,0.34,0.4697,0.4476,0.2585,0.3954,0.3329
32,15,0.3713,0.4527,0.3892,0.3391,0.34,0.4697,0.4476,0.2585,0.3954,0.3329
32,9,0.3713,0.4527,0.3892,0.3391,0.34,0.4697,0.4476,0.2585,0.3954,0.3329
33,19,0.447,0.5178,0.4653,0.4111,0.4036,0.5775,0.639,0.5836,0.5573,0.4093
33,20,0.447,0.5178,0.4653,0.4111,0.4036,0.5775,0.639,0.5836,0.5573,0.4093
33,26,0.447,0.5178,0.4653,0.4111,0.4036,0.5775,0.639,0.5836,0.5573,0.4093
33,35,0.447,0.5178,0.4653,0.4111,0.4036,0.5775,0.639,0.5836,0.5573,0.4093
33,28,0.447,0.5178,0.4653,0.4111,0.4036,0.5775,0.639,0.5836,0.5573,0.4093
33,35,0.447,0.5178,0.4653,0.4111,0.4036,0.5775,0.639,0.5836,0.5573,0.4093
33,27,0.447,0.5178,0.4653,0.4111,0.4036,0.5775,0.639,0.5836,0.5573,0.4093
33,23,0.447,0.5178,0.4653,0.4111,0.4036,0.5775,0.639,0.5836,0.5573,0.4093
33,29,0.447,0.5178,0.4653,0.4111,0.4036,0.5775,0.639,0.5836,0.5573,0.4093
33,28,0.447,0.5178,0.4653,0.4111,0.4036,0.5775,0.639,0.5836,0.5573,0.4093
34,7,0.4061,0.4908,0.4251,0.3713,0.371,0.5156,0.5054,0.3245,0.4453,0.3655
34,3,0.4061,0.4908,0.4251,0.3713,0.371,0.5156,0.5054,0.3245,0.4453,0.3655
34,12,0.4061,0.4908,0.4251,0.3713,0.371,0.5156,0.5054,0.3245,0.4453,0.3655
34,12,0.4061,0.4908,0.4251,0.3713,0.371,0.5156,0.5054,0.3245,0.4453,0.3655
34,12,0.4061,0.4908,0.4251,0.3713,0.371,0.5156,0.5054,0.3245,0.4453,0.3655
34,14,0.4061,0.4908,0.4251,0.3713,0.371,0.5156,0.5054,0.3245,0.4453,0.3655
34,8,0.4061,0.4908,0.4251,0.3713,0.371,0.5156,0.5054,0.3245,0.4453,0.3655
34,6,0.4061,0.4908,0.4251,0.3713,0.371,0.5156,0.5054,0.3245,0.4453,0.3655
34,9,0.4061,0.4908,0.4251,0.3713,0.371,0.5156,0.5054,0.3245,0.4453,0.3655
34,17,0.4061,0.4908,0.4251,0.3713,0.371,0.5156,0.5054,0.3245,0.4453,0.3655
35,15,0.4028,0.4935,0.4225,0.3676,0.3694,0.5084,0.4766,0.2538,0.4216,0.3604
35,9,0.4028,0.4935,0.4225,0.3676,0.3694,0.5084,0.4766,0.2538,0.4216,0.3604
35,14,0.4028,0.4935,0.4225,0.3676,0.3694,0.5084,0.4766,0.2538,0.4216,0.3604
35,9,0.4028,0.4935,0.4225,0.3676,0.3694,0.5084,0.4766,0.2538,0.4216,0.3604
35,9,0.4028,0.4935,0.4225,0.3676,0.3694,0.5084,0.4766,0.2538,0.4216,0.3604
35,8,0.4028,0.4935,0.4225,0.3676,0.3694,0.5084,0.4766,0.2538,0.4216,0.3604
35,14,0.4028,0.4935,0.4225,0.3676,0.3694,0.5084,0.4766,0.2538,0.4216,0.3604
35,11,0.4028,0.4935,0.4225,0.3676,0.3694,0.5084,0.4766,0.2538,0.4216,0.3604
35,10,0.4028,0.4935,0.4225,0.3676,0.3694,0.5084,0.4766,0.2538,0.4216,0.3604
35,9,0.4028,0.4935,0.4225,0.3676,0.3694,0.5084,0.4766,0.2538,0.4216,0.3604
36,15,0.4333,0.5229,0.4536,0.3963,0.3957,0.5505,0.5422,0.3527,0.4775,0.3902
36,16,0.4333,0.5229,0.4536,0.3963,0.3957,0.5505,0.5422,0.3527,0.4775,0.3902
36,14,0.4333,0.5229,0.4536,0.3963,0.3957,0.5505,0.5422,0.3527,0.4775,0.3902
36,17,0.4333,0.5229,0.4536,0.3963,0.3957,0.5505,0.5422,0.3527,0.4775,0.3902
36,9,0.4333,0.5229,0.4536,0.3963,0.3957,0.5505,0.5422,0.3527,0.4775,0.3902
36,12,0.4333,0.5229,0.4536,0.3963,0.3957,0.5505,0.5422,0.3527,0.4775,0.3902
36,9,0.4333,0.5229,0.4536,0.3963,0.3957,0.5505,0.5422,0.3527,0.4775,0.3902
36,15,0.4333,0.5229,0.4536,0.3963,0.3957,0.5505,0.5422,0.3527,0.4775,0.3902
36,15,0.4333,0.5229,0.4536,0.3963,0.3957,0.5505,0.5422,0.3527,0.4775,0.3902
36,16,0.4333,0.5229,0.4536,0.3963,0.3957,0.5505,0.5422,0.3527,0.4775,0.3902
37,8,0.43,0.5256,0.4509,0.3926,0.3941,0.5434,0.5135,0.282,0.4539,0.3852
37,16,0.43,0.5256,0.4509,0.3926,0.3941,0.5434,0.5135,0.282,0.4539,0.3852
37,13,0.43,0.5256,0.4509,0.3926,0.3941,0.5434,0.5135,0.282,0.4539,0.3852
37,13,0.43,0.5256,0.4509,0.3926,0.3941,0.5434,0.5135,0.282,0.4539,0.3852
37,9,0.43,0.5256,0.4509,0.3926,0.3941,0.5434,0.5135,0.282,0.4539,0.3852
37,7,0.43,0.5256,0.4509,0.3926,0.3941,0.5434,0.5135,0.282,0.4539,0.3852
37,9,0.43,0.5256,0.4509,0.3926,0.3941,0.5434,0.5135,0.282,0.4539,0.3852
37,10,0.43,0.5256,0.4509,0.3926,0.3941,0.5434,0.5135,0.282,0.4539,0.3852
37,7,0.43,0.5256,0.4509,0.3926,0.3941,0.5434,0.5135,0.282,0.4539,0.3852
37,12,0.43,0.5256,0.4509,0.3926,0.3941,0.5434,0.5135,0.282,0.4539,0.3852
38,2,0.4229,0.5254,0.4445,0.3852,0.3894,0.5308,0.4742,0.1925,0.4214,0.3762
38,4,0.4229,0.5254,0.4445,0.3852,0.3894,0.5308,0.4742,0.1925,0.4214,0.3762
38,7,0.4229,0.5254,0.4445,0.3852,0.3894,0.5308,0.4742,0.1925,0.4214,0.3762
38,6,0.4229,0.5254,0.4445,0.3852,0.3894,0.5308,0.4742,0.1925,0.4214,0.3762
38,5,0.4229,0.5254,0.4445,0.3852,0.3894,0.5308,0.4742,0.1925,0.4214,0.3762
38,5,0.4229,0.5254,0.4445,0.3852,0.3894,0.5308,0.4742,0.1925,0.4214,0.3762
38,1,0.4229,0.5254,0.4445,0.3852,0.3894,0.5308,0.4742,0.1925,0.4214,0.3762
38,3,0.4229,0.5254,0.4445,0.3852,0.3894,0.5308,0.4742,0.1925,0.4214,0.3762
38,3,0.4229,0.5254,0.4445,0.3852,0.3894,0.5308,0.4742,0.1925,0.4214,0.3762
38,7,0.4229,0.5254,0.4445,0.3852,0.3894,0.5308,0.4742,0.1925,0.4214,0.3762
39,20,0.5175,0.6054,0.5393,0.4754,0.4685,0.6659,0.7181,0.6117,0.6276,0.472
39,27,0.5175,0.6054,0.5393,0.4754,0.4685,0.6659,0.7181,0.6117,0.6276,0.472
39,20,0.5175,0.6054,0.5393,0.4754,0.4685,0.6659,0.7181,0.6117,0.6276,0.472
39,27,0.5175,0.6054,0.5393,0.4754,0.4685,0.6659,0.7181,0.6117,0.6276,0.472
39,30,0.5175,0.6054,0.5393,0.4754,0.4685,0.6659,0.7181,0.6117,0.6276,0.472
39,35,0.5175,0.6054,0.5393,0.4754,0.4685,0.6659,0.7181,0.6117,0.6276,0.472
39,29,0.5175,0.6054,0.5393,0.4754,0.4685,0.6659,0.7181,0.6117,0.6276,0.472
39,26,0.5175,0.6054,0.5393,0.4754,0.4685,0.6659,0.7181,0.6117,0.6276,0.472
39,33,0.5175,0.6054,0.5393,0.4754,0.4685,0.6659,0.7181,0.6117,0.6276,0.472
39,24,0.5175,0.6054,0.5393,0.4754,0.4685,0.6659,0.7181,0.6117,0.6276,0.472
40,11,0.4803,0.5813,0.5029,0.4391,0.439,0.6095,0.5949,0.3714,0.5244,0.4321
40,15,0.4803,0.5813,0.5029,0.4391,0.439,0.6095,0.5949,0.3714,0.5244,0.4321
40,20,0.4803,0.5813,0.5029,0.4391,0.439,0.6095,0.5949,0.3714,0.5244,0.4321
40,17,0.4803,0.5813,0.5029,0.4391,0.439,0.6095,0.5949,0.3714,0.5244,0.4321
40,11,0.4803,0.5813,0.5029,0.4391,0.439,0.6095,0.5949,0.3714,0.5244,0.4321
40,12,0.4803,0.5813,0.5029,0.4391,0.439,0.6095,0.5949,0.3714,0.5244,0.4321
40,14,0.4803,0.5813,0.5029,0.4391,0.439,0.6095,0.5949,0.3714,0.5244,0.4321
40,21,0.4803,0.5813,0.5029,0.4391,0.439,0.6095,0.5949,0.3714,0.5244,0.4321
40,13,0.4803,0.5813,0.5029,0.4391,0.439,0.6095,0.5949,0.3714,0.5244,0.4321
40,19,0.4803,0.5813,0.5029,0.4391,0.439,0.6095,0.5949,0.3714,0.5244,0.4321
41,4,0.4507,0.5632,0.474,0.4101,0.4157,0.564,0.4928,0.1688,0.4388,0.3998
41,8,0.4507,0.5632,0.474,0.4101,0.4157,0.564,0.4928,0.1688,0.4388,0.3998
41,5,0.4507,0.5632,0.474,0.4101,0.4157,0.564,0.4928,0.1688,0.4388,0.3998
41,2,0.4507,0.5632,0.474,0.4101,0.4157,0.564,0.4928,0.1688,0.4388,0.3998
41,0,0.4507,0.5632,0.474,0.4101,0.4157,0.564,0.4928,0.1688,0.4388,0.3998
41,3,0.4507,0.5632,0.474,0.4101,0.4157,0.564,0.4928,0.1688,0.4388,0.3998
41,4,0.4507,0.5632,0.474,0.4101,0.4157,0.564,0.4928,0.1688,0.4388,0.3998
41,2,0.4507,0.5632,0.474,0.4101,0.4157,0.564,0.4928,0.1688,0.4388,0.3998
41,4,0.4507,0.5632,0.474,0.4101,0.4157,0.564,0.4928,0.1688,0.4388,0.3998
41,3,0.4507,0.5632,0.474,0.4101,0.4157,0.564,0.4928,0.1688,0.4388,0.3998
42,12,0.5038,0.6105,0.5276,0.4605,0.4606,0.639,0.6213,0.3808,0.5478,0.453
42,8,0.5038,0.6105,0.5276,0.4605,0.4606,0.639,0.6213,0.3808,0.5478,0.453
42,14,0.5038,0.6105,0.5276,0.4605,0.4606,0.639,0.6213,0.3808,0.5478,0.453
42,15,0.5038,0.6105,0.5276,0.4605,0.4606,0.639,0.6213,0.3808,0.5478,0.453
42,11,0.5038,0.6105,0.5276,0.4605,0.4606,0.639,0.6213,0.3808,0.5478,0.453
42,12,0.5038,0.6105,0.5276,0.4605,0.4606,0.639,0.6213,0.3808,0.5478,0.453
42,20,0.5038,0.6105,0.5276,0.4605,0.4606,0.639,0.6213,0.3808,0.5478,0.453
42,15,0.5038,0.6105,0.5276,0.4605,0.4606,0.639,0.6213,0.3808,0.5478,0.453
42,14,0.5038,0.6105,0.5276,0.4605,0.4606,0.639,0.6213,0.3808,0.5478,0.453
42,15,0.5038,0.6105,0.5276,0.4605,0.4606,0.639,0.6213,0.3808,0.5478,0.453
43,24,0.5306,0.637,0.555,0.4857,0.4839,0.6756,0.6764,0.4609,0.5948,0.4789
43,23,0.5306,0.637,0.555,0.4857,0.4839,0.6756,0.6764,0.4609,0.5948,0.4789
43,18,0.5306,0.637,0.555,0.4857,0.4839,0.6756,0.6764,0.4609,0.5948,0.4789
43,15,0.5306,0.637,0.555,0.4857,0.4839,0.6756,0.6764,0.4609,0.5948,0.4789
43,20,0.5306,0.637,0.555,0.4857,0.4839,0.6756,0.6764,0.4609,0.5948,0.4789
43,19,0.5306,0.637,0.555,0.4857,0.4839,0.6756,0.6764,0.4609,0.5948,0.4789
43,9,0.5306,0.637,0.555,0.4857,0.4839,0.6756,0.6764,0.4609,0.5948,0.4789
43,17,0.5306,0.637,0.555,0.4857,0.4839,0.6756,0.6764,0.4609,0.5948,0.4789
43,25,0.5306,0.637,0.555,0.4857,0.4839,0.6756,0.6764,0.4609,0.5948,0.4789
43,18,0.5306,0.637,0.555,0.4857,0.4839,0.6756,0.6764,0.4609,0.5948,0.4789
44,2,0.4821,0.604,0.5073,0.4386,0.445,0.6028,0.5218,0.1641,0.4651,0.4273
44,2,0.4821,0.604,0.5073,0.4386,0.445,0.6028,0.5218,0.1641,0.4651,0.4273
44,1,0.4821,0.604,0.5073,0.4386,0.445,0.6028,0.5218,0.1641,0.4651,0.4273
44,3,0.4821,0.604,0.5073,0.4386,0.445,0.6028,0.5218,0.1641,0.4651,0.4273
44,5,0.4821,0.604,0.5073,0.4386,0.445,0.6028,0.5218,0.1641,0.4651,0.4273
44,2,0.4821,0.604,0.5073,0.4386,0.445,0.6028,0.5218,0.1641,0.4651,0.4273
44,4,0.4821,0.604,0.5073,0.4386,0.445,0.6028,0.5218,0.1641,0.4651,0.4273
44,1,0.4821,0.604,0.5073,0.4386,0.445,0.6028,0.5218,0.1641,0.4651,0.4273
44,1,0.4821,0.604,0.5073,0.4386,0.445,0.6028,0.5218,0.1641,0.4651,0.4273
44,3,0.4821,0.604,0.5073,0.4386,0.445,0.6028,0.5218,0.1641,0.4651,0.4273
45,24,0.5767,0.684,0.6022,0.5287,0.5241,0.738,0.7656,0.5833,0.6713,0.5231
45,16,0.5767,0.684,0.6022,0.5287,0.5241,0.738,0.7656,0.5833,0.6713,0.5231
45,21,0.5767,0.684,0.6022,0.5287,0.5241,0.738,0.7656,0.5833,0.6713,0.5231
45,19,0.5767,0.684,0.6022,0.5287,0.5241,0.738,0.7656,0.5833,0.6713,0.5231
45,19,0.5767,0.684,0.6022,0.5287,0.5241,0.738,0.7656,0.5833,0.6713,0.5231
45,35,0.5767,0.684,0.6022,0.5287,0.5241,0.738,0.7656,0.5833,0.6713,0.5231
45,26,0.5767,0.684,0.6022,0.5287,0.5241,0.738,0.7656,0.5833,0.6713,0.5231
45,21,0.5767,0.684,0.6022,0.5287,0.5241,0.738,0.7656,0.5833,0.6713,0.5231
45,19,0.5767,0.684,0.6022,0.5287,0.5241,0.738,0.7656,0.5833,0.6713,0.5231
45,30,0.5767,0.684,0.6022,0.5287,0.5241,0.738,0.7656,0.5833,0.6713,0.5231
46,17,0.5847,0.6956,0.6108,0.5358,0.5318,0.7472,0.7683,0.5692,0.6742,0.5297
46,26,0.5847,0.6956,0.6108,0.5358,0.5318,0.7472,0.7683,0.5692,0.6742,0.5297
46,17,0.5847,0.6956,0.6108,0.5358,0.5318,0.7472,0.7683,0.5692,0.6742,0.5297
46,26,0.5847,0.6956,0.6108,0.5358,0.5318,0.7472,0.7683,0.5692,0.6742,0.5297
46,27,0.5847,0.6956,0.6108,0.5358,0.5318,0.7472,0.7683,0.5692,0.6742,0.5297
46,20,0.5847,0.6956,0.6108,0.5358,0.5318,0.7472,0.7683,0.5692,0.6742,0.5297
46,21,0.5847,0.6956,0.6108,0.5358,0.5318,0.7472,0.7683,0.5692,0.6742,0.5297
46,26,0.5847,0.6956,0.6108,0.5358,0.5318,0.7472,0.7683,0.5692,0.6742,0.5297
46,19,0.5847,0.6956,0.6108,0.5358,0.5318,0.7472,0.7683,0.5692,0.6742,0.5297
46,26,0.5847,0.6956,0.6108,0.5358,0.5318,0.7472,0.7683,0.5692,0.6742,0.5297
47,4,0.5362,0.6626,0.5631,0.4888,0.493,0.6744,0.6138,0.2724,0.5444,0.478
47,4,0.5362,0.6626,0.5631,0.4888,0.493,0.6744,0.6138,0.2724,0.5444,0.478
47,6,0.5362,0.6626,0.5631,0.4888,0.493,0.6744,0.6138,0.2724,0.5444,0.478
47,9,0.5362,0.6626,0.5631,0.4888,0.493,0.6744,0.6138,0.2724,0.5444,0.478
47,5,0.5362,0.6626,0.5631,0.4888,0.493,0.6744,0.6138,0.2724,0.5444,0.478
47,8,0.5362,0.6626,0.5631,0.4888,0.493,0.6744,0.6138,0.2724,0.5444,0.478
47,9,0.5362,0.6626,0.5631,0.4888,0.493,0.6744,0.6138,0.2724,0.5444,0.478
47,4,0.5362,0.6626,0.5631,0.4888,0.493,0.6744,0.6138,0.2724,0.5444,0.478
47,5,0.5362,0.6626,0.5631,0.4888,0.493,0.6744,0.6138,0.2724,0.5444,0.478
47,10,0.5362,0.6626,0.5631,0.4888,0.493,0.6744,0.6138,0.2724,0.5444,0.478
48,16,0.5894,0.7099,0.6167,0.5392,0.5379,0.7493,0.7423,0.4843,0.6534,0.5312
48,19,0.5894,0.7099,0.6167,0.5392,0.5379,0.7493,0.7423,0.4843,0.6534,0.5312
48,17,0.5894,0.7099,0.6167,0.5392,0.5379,0.7493,0.7423,0.4843,0.6534,0.5312
48,15,0.5894,0.7099,0.6167,0.5392,0.5379,0.7493,0.7423,0.4843,0.6534,0.5312
48,18,0.5894,0.7099,0.6167,0.5392,0.5379,0.7493,0.7423,0.4843,0.6534,0.5312
48,16,0.5894,0.7099,0.6167,0.5392,0.5379,0.7493,0.7423,0.4843,0.6534,0.5312
48,17,0.5894,0.7099,0.6167,0.5392,0.5379,0.7493,0.7423,0.4843,0.6534,0.5312
48,20,0.5894,0.7099,0.6167,0.5392,0.5379,0.7493,0.7423,0.4843,0.6534,0.5312
48,11,0.5894,0.7099,0.6167,0.5392,0.5379,0.7493,0.7423,0.4843,0.6534,0.5312
48,11,0.5894,0.7099,0.6167,0.5392,0.5379,0.7493,0.7423,0.4843,0.6534,0.5312
49,13,0.5785,0.7067,0.6066,0.5282,0.5301,0.7312,0.6925,0.376,0.612,0.5183
49,9,0.5785,0.7067,0.6066,0.5282,0.5301,0.7312,0.6925,0.376,0.612,0.5183
49,12,0.5785,0.7067,0.6066,0.5282,0.5301,0.7312,0.6925,0.376,0.612,0.5183
49,5,0.5785,0.7067,0.6066,0.5282,0.5301,0.7312,0.6925,0.376,0.612,0.5183
49,14,0.5785,0.7067,0.6066,0.5282,0.5301,0.7312,0.6925,0.376,0.612,0.5183
49,13,0.5785,0.7067,0.6066,0.5282,0.5301,0.7312,0.6925,0.376,0.612,0.5183
49,8,0.5785,0.7067,0.6066,0.5282,0.5301,0.7312,0.6925,0.376,0.612,0.5183
49,10,0.5785,0.7067,0.6066,0.5282,0.5301,0.7312,0.6925,0.376,0.612,0.5183
49,10,0.5785,0.7067,0.6066,0.5282,0.5301,0.7312,0.6925,0.376,0.612,0.5183
49,13,0.5785,0.7067,0.6066,0.5282,0.5301,0.7312,0.6925,0.376,0.612,0.5183
50,15,0.5828,0.7153,0.6114,0.5317,0.5348,0.735,0.6847,0.343,0.6061,0.521
50,7,0.5828,0.7153,0.6114,0.5317,0.5348,0.735,0.6847,0.343,0.6061,0.521
50,9,0.5828,0.7153,0.6114,0.5317,0.5348,0.735,0.6847,0.343,0.6061,0.521
50,7,0.5828,0.7153,0.6114,0.5317,0.5348,0.735,0.6847,0.343,0.6061,0.521
50,11,0.5828,0.7153,0.6114,0.5317,0.5348,0.735,0.6847,0.343,0.6061,0.521
50,16,0.5828,0.7153,0.6114,0.5317,0.5348,0.735,0.6847,0.343,0.6061,0.521
50,10,0.5828,0.7153,0.6114,0.5317,0.5348,0.735,0.6847,0.343,0.6061,0.521
50,7,0.5828,0.7153,0.6114,0.5317,0.5348,0.735,0.6847,0.343,0.6061,0.521
50,4,0.5828,0.7153,0.6114,0.5317,0.5348,0.735,0.6847,0.343,0.6061,0.521
50,11,0.5828,0.7153,0.6114,0.5317,0.5348,0.735,0.6847,0.343,0.6061,0.521
