site	S	R_500	R_1000	R_1500	R_2000	R_2500	R_3000	R_3500	R_4000	R_4500	R_5000
32	5	0.47	0.37	0.43	0.36	0.15	0.23	0.32	0.30	0.34	0.42
32	3	0.47	0.37	0.43	0.36	0.15	0.23	0.32	0.30	0.34	0.42
32	7	0.47	0.37	0.43	0.36	0.15	0.23	0.32	0.30	0.34	0.42
32	7	0.47	0.37	0.43	0.36	0.15	0.23	0.32	0.30	0.34	0.42
32	9	0.47	0.37	0.43	0.36	0.15	0.23	0.32	0.30	0.34	0.42
33	37	0.54	0.39	0.49	0.56	0.58	0.68	0.68	0.56	0.59	0.68
33	39	0.54	0.39	0.49	0.56	0.58	0.68	0.68	0.56	0.59	0.68
33	44	0.54	0.39	0.49	0.56	0.58	0.68	0.68	0.56	0.59	0.68
33	33	0.54	0.39	0.49	0.56	0.58	0.68	0.68	0.56	0.59	0.68
33	36	0.54	0.39	0.49	0.56	0.58	0.68	0.68	0.56	0.59	0.68
33	34	0.54	0.39	0.49	0.56	0.58	0.68	0.68	0.56	0.59	0.68
33	37	0.54	0.39	0.49	0.56	0.58	0.68	0.68	0.56	0.59	0.68
33	29	0.54	0.39	0.49	0.56	0.58	0.68	0.68	0.56	0.59	0.68
33	35	0.54	0.39	0.49	0.56	0.58	0.68	0.68	0.56	0.59	0.68
33	29	0.54	0.39	0.49	0.56	0.58	0.68	0.68	0.56	0.59	0.68
34	18	0.52	0.40	0.47	0.46	0.33	0.42	0.48	0.42	0.46	0.55
34	20	0.52	0.40	0.47	0.46	0.33	0.42	0.48	0.42	0.46	0.55
34	17	0.52	0.40	0.47	0.46	0.33	0.42	0.48	0.42	0.46	0.55
34	17	0.52	0.40	0.47	0.46	0.33	0.42	0.48	0.42	0.46	0.55
34	21	0.52	0.40	0.47	0.46	0.33	0.42	0.48	0.42	0.46	0.55
34	19	0.52	0.40	0.47	0.46	0.33	0.42	0.48	0.42	0.46	0.55
34	11	0.52	0.40	0.47	0.46	0.33	0.42	0.48	0.42	0.46	0.55
34	7	0.52	0.40	0.47	0.46	0.33	0.42	0.48	0.42	0.46	0.55
34	18	0.52	0.40	0.47	0.46	0.33	0.42	0.48	0.42	0.46	0.55
34	20	0.52	0.40	0.47	0.46	0.33	0.42	0.48	0.42	0.46	0.55
35	9	0.52	0.41	0.47	0.41	0.20	0.29	0.38	0.35	0.40	0.48
35	5	0.52	0.41	0.47	0.41	0.20	0.29	0.38	0.35	0.40	0.48
35	11	0.52	0.41	0.47	0.41	0.20	0.29	0.38	0.35	0.40	0.48
35	5	0.52	0.41	0.47	0.41	0.20	0.29	0.38	0.35	0.40	0.48
35	9	0.52	0.41	0.47	0.41	0.20	0.29	0.38	0.35	0.40	0.48
35	2	0.52	0.41	0.47	0.41	0.20	0.29	0.38	0.35	0.40	0.48
35	6	0.52	0.41	0.47	0.41	0.20	0.29	0.38	0.35	0.40	0.48
35	6	0.52	0.41	0.47	0.41	0.20	0.29	0.38	0.35	0.40	0.48
35	6	0.52	0.41	0.47	0.41	0.20	0.29	0.38	0.35	0.40	0.48
35	6	0.52	0.41	0.47	0.41	0.20	0.29	0.38	0.35	0.40	0.48
36	28	0.56	0.43	0.51	0.51	0.40	0.50	0.55	0.48	0.52	0.61
36	32	0.56	0.43	0.51	0.51	0.40	0.50	0.55	0.48	0.52	0.61
36	23	0.56	0.43	0.51	0.51	0.40	0.50	0.55	0.48	0.52	0.61
36	11	0.56	0.43	0.51	0.51	0.40	0.50	0.55	0.48	0.52	0.61
36	27	0.56	0.43	0.51	0.51	0.40	0.50	0.55	0.48	0.52	0.61
36	20	0.56	0.43	0.51	0.51	0.40	0.50	0.55	0.48	0.52	0.61
36	20	0.56	0.43	0.51	0.51	0.40	0.50	0.55	0.48	0.52	0.61
36	20	0.56	0.43	0.51	0.51	0.40	0.50	0.55	0.48	0.52	0.61
36	22	0.56	0.43	0.51	0.51	0.40	0.50	0.55	0.48	0.52	0.61
36	24	0.56	0.43	0.51	0.51	0.40	0.50	0.55	0.48	0.52	0.61
37	9	0.56	0.44	0.51	0.47	0.29	0.39	0.47	0.42	0.46	0.56
37	17	0.56	0.44	0.51	0.47	0.29	0.39	0.47	0.42	0.46	0.56
37	10	0.56	0.44	0.51	0.47	0.29	0.39	0.47	0.42	0.46	0.56
37	14	0.56	0.44	0.51	0.47	0.29	0.39	0.47	0.42	0.46	0.56
37	11	0.56	0.44	0.51	0.47	0.29	0.39	0.47	0.42	0.46	0.56
37	9	0.56	0.44	0.51	0.47	0.29	0.39	0.47	0.42	0.46	0.56
37	9	0.56	0.44	0.51	0.47	0.29	0.39	0.47	0.42	0.46	0.56
37	11	0.56	0.44	0.51	0.47	0.29	0.39	0.47	0.42	0.46	0.56
37	12	0.56	0.44	0.51	0.47	0.29	0.39	0.47	0.42	0.46	0.56
37	9	0.56	0.44	0.51	0.47	0.29	0.39	0.47	0.42	0.46	0.56
38	5	0.56	0.45	0.51	0.44	0.20	0.30	0.40	0.37	0.42	0.52
38	7	0.56	0.45	0.51	0.44	0.20	0.30	0.40	0.37	0.42	0.52
38	11	0.56	0.45	0.51	0.44	0.20	0.30	0.40	0.37	0.42	0.52
38	6	0.56	0.45	0.51	0.44	0.20	0.30	0.40	0.37	0.42	0.52
38	6	0.56	0.45	0.51	0.44	0.20	0.30	0.40	0.37	0.42	0.52
38	4	0.56	0.45	0.51	0.44	0.20	0.30	0.40	0.37	0.42	0.52
38	5	0.56	0.45	0.51	0.44	0.20	0.30	0.40	0.37	0.42	0.52
38	5	0.56	0.45	0.51	0.44	0.20	0.30	0.40	0.37	0.42	0.52
38	7	0.56	0.45	0.51	0.44	0.20	0.30	0.40	0.37	0.42	0.52
38	2	0.56	0.45	0.51	0.44	0.20	0.30	0.40	0.37	0.42	0.52
39	30	0.61	0.46	0.55	0.54	0.41	0.52	0.58	0.51	0.55	0.65
39	21	0.61	0.46	0.55	0.54	0.41	0.52	0.58	0.51	0.55	0.65
39	33	0.61	0.46	0.55	0.54	0.41	0.52	0.58	0.51	0.55	0.65
39	22	0.61	0.46	0.55	0.54	0.41	0.52	0.58	0.51	0.55	0.65
39	22	0.61	0.46	0.55	0.54	0.41	0.52	0.58	0.51	0.55	0.65
39	19	0.61	0.46	0.55	0.54	0.41	0.52	0.58	0.51	0.55	0.65
39	15	0.61	0.46	0.55	0.54	0.41	0.52	0.58	0.51	0.55	0.65
39	17	0.61	0.46	0.55	0.54	0.41	0.52	0.58	0.51	0.55	0.65
39	29	0.61	0.46	0.55	0.54	0.41	0.52	0.58	0.51	0.55	0.65
39	23	0.61	0.46	0.55	0.54	0.41	0.52	0.58	0.51	0.55	0.65
40	11	0.60	0.47	0.55	0.50	0.29	0.39	0.49	0.44	0.49	0.59
40	8	0.60	0.47	0.55	0.50	0.29	0.39	0.49	0.44	0.49	0.59
40	14	0.60	0.47	0.55	0.50	0.29	0.39	0.49	0.44	0.49	0.59
40	9	0.60	0.47	0.55	0.50	0.29	0.39	0.49	0.44	0.49	0.59
40	6	0.60	0.47	0.55	0.50	0.29	0.39	0.49	0.44	0.49	0.59
40	11	0.60	0.47	0.55	0.50	0.29	0.39	0.49	0.44	0.49	0.59
40	11	0.60	0.47	0.55	0.50	0.29	0.39	0.49	0.44	0.49	0.59
40	8	0.60	0.47	0.55	0.50	0.29	0.39	0.49	0.44	0.49	0.59
40	7	0.60	0.47	0.55	0.50	0.29	0.39	0.49	0.44	0.49	0.59
40	11	0.60	0.47	0.55	0.50	0.29	0.39	0.49	0.44	0.49	0.59
41	1	0.60	0.48	0.55	0.45	0.17	0.28	0.40	0.37	0.43	0.53
41	3	0.60	0.48	0.55	0.45	0.17	0.28	0.40	0.37	0.43	0.53
41	7	0.60	0.48	0.55	0.45	0.17	0.28	0.40	0.37	0.43	0.53
41	4	0.60	0.48	0.55	0.45	0.17	0.28	0.40	0.37	0.43	0.53
41	2	0.60	0.48	0.55	0.45	0.17	0.28	0.40	0.37	0.43	0.53
41	3	0.60	0.48	0.55	0.45	0.17	0.28	0.40	0.37	0.43	0.53
41	4	0.60	0.48	0.55	0.45	0.17	0.28	0.40	0.37	0.43	0.53
41	5	0.60	0.48	0.55	0.45	0.17	0.28	0.40	0.37	0.43	0.53
41	4	0.60	0.48	0.55	0.45	0.17	0.28	0.40	0.37	0.43	0.53
41	2	0.60	0.48	0.55	0.45	0.17	0.28	0.40	0.37	0.43	0.53
42	26	0.66	0.50	0.60	0.59	0.46	0.58	0.64	0.56	0.61	0.72
42	20	0.66	0.50	0.60	0.59	0.46	0.58	0.64	0.56	0.61	0.72
42	19	0.66	0.50	0.60	0.59	0.46	0.58	0.64	0.56	0.61	0.72
42	23	0.66	0.50	0.60	0.59	0.46	0.58	0.64	0.56	0.61	0.72
42	29	0.66	0.50	0.60	0.59	0.46	0.58	0.64	0.56	0.61	0.72
42	22	0.66	0.50	0.60	0.59	0.46	0.58	0.64	0.56	0.61	0.72
42	34	0.66	0.50	0.60	0.59	0.46	0.58	0.64	0.56	0.61	0.72
42	32	0.66	0.50	0.60	0.59	0.46	0.58	0.64	0.56	0.61	0.72
42	18	0.66	0.50	0.60	0.59	0.46	0.58	0.64	0.56	0.61	0.72
42	27	0.66	0.50	0.60	0.59	0.46	0.58	0.64	0.56	0.61	0.72
43	32	0.67	0.51	0.61	0.59	0.44	0.56	0.63	0.55	0.60	0.71
43	16	0.67	0.51	0.61	0.59	0.44	0.56	0.63	0.55	0.60	0.71
43	20	0.67	0.51	0.61	0.59	0.44	0.56	0.63	0.55	0.60	0.71
43	33	0.67	0.51	0.61	0.59	0.44	0.56	0.63	0.55	0.60	0.71
43	21	0.67	0.51	0.61	0.59	0.44	0.56	0.63	0.55	0.60	0.71
43	20	0.67	0.51	0.61	0.59	0.44	0.56	0.63	0.55	0.60	0.71
43	21	0.67	0.51	0.61	0.59	0.44	0.56	0.63	0.55	0.60	0.71
43	25	0.67	0.51	0.61	0.59	0.44	0.56	0.63	0.55	0.60	0.71
43	26	0.67	0.51	0.61	0.59	0.44	0.56	0.63	0.55	0.60	0.71
43	14	0.67	0.51	0.61	0.59	0.44	0.56	0.63	0.55	0.60	0.71
44	10	0.66	0.52	0.60	0.53	0.29	0.40	0.51	0.47	0.52	0.63
44	8	0.66	0.52	0.60	0.53	0.29	0.40	0.51	0.47	0.52	0.63
44	14	0.66	0.52	0.60	0.53	0.29	0.40	0.51	0.47	0.52	0.63
44	10	0.66	0.52	0.60	0.53	0.29	0.40	0.51	0.47	0.52	0.63
44	14	0.66	0.52	0.60	0.53	0.29	0.40	0.51	0.47	0.52	0.63
44	6	0.66	0.52	0.60	0.53	0.29	0.40	0.51	0.47	0.52	0.63
44	12	0.66	0.52	0.60	0.53	0.29	0.40	0.51	0.47	0.52	0.63
44	15	0.66	0.52	0.60	0.53	0.29	0.40	0.51	0.47	0.52	0.63
44	12	0.66	0.52	0.60	0.53	0.29	0.40	0.51	0.47	0.52	0.63
44	12	0.66	0.52	0.60	0.53	0.29	0.40	0.51	0.47	0.52	0.63
45	17	0.69	0.53	0.63	0.60	0.41	0.53	0.62	0.55	0.60	0.72
45	25	0.69	0.53	0.63	0.60	0.41	0.53	0.62	0.55	0.60	0.72
45	18	0.69	0.53	0.63	0.60	0.41	0.53	0.62	0.55	0.60	0.72
45	30	0.69	0.53	0.63	0.60	0.41	0.53	0.62	0.55	0.60	0.72
45	20	0.69	0.53	0.63	0.60	0.41	0.53	0.62	0.55	0.60	0.72
45	17	0.69	0.53	0.63	0.60	0.41	0.53	0.62	0.55	0.60	0.72
45	25	0.69	0.53	0.63	0.60	0.41	0.53	0.62	0.55	0.60	0.72
45	20	0.69	0.53	0.63	0.60	0.41	0.53	0.62	0.55	0.60	0.72
45	18	0.69	0.53	0.63	0.60	0.41	0.53	0.62	0.55	0.60	0.72
45	25	0.69	0.53	0.63	0.60	0.41	0.53	0.62	0.55	0.60	0.72
46	17	0.70	0.55	0.63	0.57	0.32	0.44	0.55	0.50	0.56	0.68
46	18	0.70	0.55	0.63	0.57	0.32	0.44	0.55	0.50	0.56	0.68
46	15	0.70	0.55	0.63	0.57	0.32	0.44	0.55	0.50	0.56	0.68
46	8	0.70	0.55	0.63	0.57	0.32	0.44	0.55	0.50	0.56	0.68
46	11	0.70	0.55	0.63	0.57	0.32	0.44	0.55	0.50	0.56	0.68
46	19	0.70	0.55	0.63	0.57	0.32	0.44	0.55	0.50	0.56	0.68
46	8	0.70	0.55	0.63	0.57	0.32	0.44	0.55	0.50	0.56	0.68
46	11	0.70	0.55	0.63	0.57	0.32	0.44	0.55	0.50	0.56	0.68
46	16	0.70	0.55	0.63	0.57	0.32	0.44	0.55	0.50	0.56	0.68
46	16	0.70	0.55	0.63	0.57	0.32	0.44	0.55	0.50	0.56	0.68
47	2	0.70	0.56	0.64	0.53	0.21	0.33	0.47	0.44	0.50	0.62
47	5	0.70	0.56	0.64	0.53	0.21	0.33	0.47	0.44	0.50	0.62
47	4	0.70	0.56	0.64	0.53	0.21	0.33	0.47	0.44	0.50	0.62
47	5	0.70	0.56	0.64	0.53	0.21	0.33	0.47	0.44	0.50	0.62
47	1	0.70	0.56	0.64	0.53	0.21	0.33	0.47	0.44	0.50	0.62
47	3	0.70	0.56	0.64	0.53	0.21	0.33	0.47	0.44	0.50	0.62
47	9	0.70	0.56	0.64	0.53	0.21	0.33	0.47	0.44	0.50	0.62
47	4	0.70	0.56	0.64	0.53	0.21	0.33	0.47	0.44	0.50	0.62
47	5	0.70	0.56	0.64	0.53	0.21	0.33	0.47	0.44	0.50	0.62
47	4	0.70	0.56	0.64	0.53	0.21	0.33	0.47	0.44	0.50	0.62
48	24	0.75	0.57	0.68	0.65	0.46	0.59	0.68	0.60	0.66	0.78
48	19	0.75	0.57	0.68	0.65	0.46	0.59	0.68	0.60	0.66	0.78
48	21	0.75	0.57	0.68	0.65	0.46	0.59	0.68	0.60	0.66	0.78
48	22	0.75	0.57	0.68	0.65	0.46	0.59	0.68	0.60	0.66	0.78
48	22	0.75	0.57	0.68	0.65	0.46	0.59	0.68	0.60	0.66	0.78
48	35	0.75	0.57	0.68	0.65	0.46	0.59	0.68	0.60	0.66	0.78
48	31	0.75	0.57	0.68	0.65	0.46	0.59	0.68	0.60	0.66	0.78
48	19	0.75	0.57	0.68	0.65	0.46	0.59	0.68	0.60	0.66	0.78
48	17	0.75	0.57	0.68	0.65	0.46	0.59	0.68	0.60	0.66	0.78
48	24	0.75	0.57	0.68	0.65	0.46	0.59	0.68	0.60	0.66	0.78
49	21	0.76	0.58	0.69	0.66	0.46	0.60	0.69	0.61	0.67	0.79
49	26	0.76	0.58	0.69	0.66	0.46	0.60	0.69	0.61	0.67	0.79
49	22	0.76	0.58	0.69	0.66	0.46	0.60	0.69	0.61	0.67	0.79
49	21	0.76	0.58	0.69	0.66	0.46	0.60	0.69	0.61	0.67	0.79
49	20	0.76	0.58	0.69	0.66	0.46	0.60	0.69	0.61	0.67	0.79
49	24	0.76	0.58	0.69	0.66	0.46	0.60	0.69	0.61	0.67	0.79
49	28	0.76	0.58	0.69	0.66	0.46	0.60	0.69	0.61	0.67	0.79
49	24	0.76	0.58	0.69	0.66	0.46	0.60	0.69	0.61	0.67	0.79
49	26	0.76	0.58	0.69	0.66	0.46	0.60	0.69	0.61	0.67	0.79
49	22	0.76	0.58	0.69	0.66	0.46	0.60	0.69	0.61	0.67	0.79
50	2	0.74	0.59	0.68	0.56	0.20	0.33	0.49	0.46	0.53	0.65
50	3	0.74	0.59	0.68	0.56	0.20	0.33	0.49	0.46	0.53	0.65
50	4	0.74	0.59	0.68	0.56	0.20	0.33	0.49	0.46	0.53	0.65
50	4	0.74	0.59	0.68	0.56	0.20	0.33	0.49	0.46	0.53	0.65
50	2	0.74	0.59	0.68	0.56	0.20	0.33	0.49	0.46	0.53	0.65
50	3	0.74	0.59	0.68	0.56	0.20	0.33	0.49	0.46	0.53	0.65
50	2	0.74	0.59	0.68	0.56	0.20	0.33	0.49	0.46	0.53	0.65
50	1	0.74	0.59	0.68	0.56	0.20	0.33	0.49	0.46	0.53	0.65
50	6	0.74	0.59	0.68	0.56	0.20	0.33	0.49	0.46	0.53	0.65
50	2	0.74	0.59	0.68	0.56	0.20	0.33	0.49	0.46	0.53	0.65
